0.000000000000000000e+00,-2.542686977895721595e-03,5.551365043427538420e-03,2.899427116300165239e-03,6.992857395399994756e-03,3.413846464036222970e-03,1.750592757857053275e-02,-2.729216947888257923e-03,2.217411433091343032e-02,-1.914551042517855515e-04,2.425440873517827403e-02
-2.542686977894075776e-03,0.000000000000000000e+00,2.522278196684232809e-01,1.373402382325331073e-01,1.201695524103424395e-01,2.520202739925928581e-01,1.682408935940579997e-01,2.066345235820179760e-01,1.511633134092796593e-01,4.378953530474958417e-02,-3.680570533155323037e-03
5.551365043427711025e-03,2.522278196684218377e-01,0.000000000000000000e+00,1.015080332564911453e-01,9.200175506375762868e-02,1.095932657633780644e-01,6.964894531759878438e-02,1.364854362126537990e-01,1.016254951233628301e-01,2.106383512075552661e-02,-1.212531502140916720e-03
2.899427116299078001e-03,1.373402382325338844e-01,1.015080332564911036e-01,0.000000000000000000e+00,8.270089355642464835e-01,2.978126300383128200e-01,3.049748765217896989e-03,1.491672947949966022e-01,2.806572432741340564e-02,-1.681568452682227679e-03,-4.353641044549095424e-03
6.992857395398626059e-03,1.201695524103426060e-01,9.200175506375739276e-02,8.270089355642463724e-01,0.000000000000000000e+00,3.098489802633666579e-01,4.534059808142900695e-03,1.628953838535067422e-01,3.034046365773863593e-02,-1.732122689090884182e-03,1.519811564342346717e-02
3.413846464035583290e-03,2.520202739925925806e-01,1.095932657633762047e-01,2.978126300383124314e-01,3.098489802633662138e-01,0.000000000000000000e+00,1.549327541832085930e-01,2.232494496899343761e-01,1.292435228115972057e-01,7.366938826190418989e-03,1.656986025497985890e-02
1.750592757857323545e-02,1.682408935940580830e-01,6.964894531759914520e-02,3.049748765218292506e-03,4.534059808142576302e-03,1.549327541832092037e-01,0.000000000000000000e+00,1.171739828498113700e-01,5.446139310644235731e-01,1.036749801846194585e-01,1.198711441161639038e-02
-2.729216947884018259e-03,2.066345235820178095e-01,1.364854362126543263e-01,1.491672947949980177e-01,1.628953838535083243e-01,2.232494496899351533e-01,1.171739828498098157e-01,0.000000000000000000e+00,1.656975331283858377e-01,3.772505579147222843e-02,2.283112741155895672e-02
2.217411433091412074e-02,1.511633134092797148e-01,1.016254951233626774e-01,2.806572432741328768e-02,3.034046365773851797e-02,1.292435228115975387e-01,5.446139310644234621e-01,1.656975331283855046e-01,0.000000000000000000e+00,8.367129560482666761e-02,1.568010048017200522e-02
-1.914551042520530513e-04,4.378953530474940375e-02,2.106383512075337902e-02,-1.681568452681910441e-03,-1.732122689090537238e-03,7.366938826190677463e-03,1.036749801846186814e-01,3.772505579147199251e-02,8.367129560482662598e-02,0.000000000000000000e+00,-1.320199154956352853e-03
2.425440873517634849e-02,-3.680570533154825606e-03,-1.212531502140887880e-03,-4.353641044548903737e-03,1.519811564342351054e-02,1.656986025498018503e-02,1.198711441161617007e-02,2.283112741155855080e-02,1.568010048017219951e-02,-1.320199154956285632e-03,0.000000000000000000e+00
